Estabelecimento de tratamento;cnes
2534517 HOSPITAL DR JOSE PEIXOTO DA SILVEIRA ITAPA;2534517
2534584 HOSPITAL MUNICIPAL IRMA FANY DURAN GOIANES;2534584
2534789 HOSPITAL MUNICIPAL SANTA EFIGENIA NIQUELAN;2534789
2534916 HOSPITAL MUNICIPAL DE ALVORADA DO NORTE;2534916
2534940 HOSPITAL MUNICIPAL DE IACIARA;2534940
2534967 HOSPITAL ESTADUAL DE FORMOSA DR CESAR SAAD;2534967
2535157 HOSPITAL MUNICIPAL DE ITAPURANGA;2535157
2535181 HOSPITAL MUNICIPAL JOSE XAVIER DE CASTRO C;2535181
2535238 HOSPITAL MUNICIPAL SANTA CLARA BOM JARDIM;2535238
2535556 HOSPITAL ESTADUAL DE JATAI DR SERAFIM DE C;2535556
2535637 HOSPITAL MATERNO INFANTIL DONA ZEBINA;2535637
2535742 HOSPITAL MUNICIPAL MILTON AMARO DO NASCIME;2535742
2535963 HOSPITAL MUNICIPAL DR CLARET;2535963
2536021 HOSPITAL MUNICIPAL SAO SEBASTIAO;2536021
2536293 HOSPITAL MUNICIPAL DE CHAPADAO DO SUL;2536293
2536587 SOCIEDADE DE PROT MAT INFANCIA DE CAMAPUA;2536587
2536838 HOSPITAL SAO FRANCISCO DE ITAQUIRAI;2536838
2536900 ASSOCIACAO HOSPITALAR BENIFICIENTE DR REGI;2536900
2536935 HOSPITAL 19 DE MARCO;2536935
2537028 HOSPITAL MUNICIPAL DE URUARA;2537028
2537192 HOSPITAL E MATERNIDADE OASE;2537192
2537788 HOSPITAL REGIONAL DO OESTE;2537788
2537826 HOSPITAL DE PINHALZINHO;2537826
2537958 HOSPITAL NOSSA SENHORA DA SAUDE CORONEL FR;2537958
2538148 HOSPITAL NOVA ERECHIM;2538148
2538180 HOSPITAL SAO JOSE DE MARAVILHA;2538180
2538229 HOSPITAL SAUDADES;2538229
2538342 HOSPITAL SAO BERNARDO;2538342
2538571 ASSOCIACAO HOSPITALAR PE JOAO BERTHIER;2538571
2543044 HOSPITAL SAO BRAZ;2543044
2543079 HOSPITAL MUNICIPAL SAO LUCAS;2543079
2546957 HOSPITAL ANTONIO BEZERRA DE FARIA;2546957
2547090 SANTA CASA DE MISERICORDIA JESUS MARIA JOS;2547090
2547201 HOSPITAL PADRE OLIVIO;2547201
2547317 HOSPITAL SAO JOSE;2547317
2547821 HOSPITAL EVANGELICO DE CACHOEIRO DE ITAPEM;2547821
2549182 HOSPITAL MUNICIPAL E MATERNIDADE AMALIA CO;2549182
2549263 HOSPITAL SAO VICENTE DE PAULA;2549263
2549328 HOSPITAL MUNICIPAL SANTA TEREZINHA;2549328
2549751 HOSPITAL PAULO FORTES;2549751
2549905 HOSPITAL DE PAULO AFONSO;2549905
2550032 HOSPITAL E MATERNIDADE NOSSA SENHORA APARE;2550032
2550687 HOSPITAL DR ROBERTO ARNIZAUT SILVARES;2550687
2550792 HOSPITAL EVANGELICO DE LONDRINA;2550792
2551764 HOSPITAL REGIONAL RUY DE BARROS CORREIA;2551764
2552086 HOSPITAL MATERNIDADE SAO VICENTE DE PAULO;2552086
2552930 UNIDADE MISTA DE CACOAL PRONTO SOCORRO;2552930
2553066 HOSPITAL DE MODELO;2553066
2553155 HOSPITAL DA FUNDACAO;2553155
2553163 FUNDACAO MEDICA ASSISTENCIAL DO TRABALHADO;2553163
2554011 HOSPITAL DE CARIDADE SAO PEDRO;2554011
2554798 HOSP MUNICIPAL DR ARGEU BRAGA HERBSTER;2554798
2555646 HOSPITAL REGIONAL DE SAO JOSE DRHOMERO MIR;2555646
2555840 FUNDACAO HOSPITALAR SANTA OTILIA;2555840
2556510 HOSPITAL DE TRATAMENTO COVID19 CENTRO ATEN;2556510
2556847 HOSPITAL MUNICIPAL DE ITAMARAJU;2556847
2557118 HOSPITAL REGIONAL E MATERNIDADE SANTANA DE;2557118
2557509 PROMATRE DE JUAZEIRO;2557509
2557975 HOSPITAL SAO JORGE LTDA;2557975
2558017 HOSPITAL DE CARIDADE S B J DOS PASSOS;2558017
2558246 HOSPITAL SANTA ISABEL;2558246
2558254 HOSPITAL SANTO ANTONIO;2558254
2558262 HOSPITAL MUNICIPAL FRANCISCA ORTEGA;2558262
2558459 HOSPITAL REGIONAL AMAMBAI;2558459
2558610 HOSPITAL DA SIAS;2558610
2558742 CENTRO DE SAUDE DA MULHER DR NICOLAU FRAGE;2558742
2559609 HOSPITAL MATERNIDADE JESSE FREIRE;2559609
2560240 HOSPITAL MUNICIPAL MENINO JESUS DE PRAGA;2560240
2560771 HOSPITAL UNIVERSITARIO SANTA TEREZINHA;2560771
2560828 HOSPITAL MUNICIPAL E MATERNIDADE SAO JOSE;2560828
2560852 HOSPITAL MATERNIDADE MADALENA NUNES;2560852
2561018 UNID MISTA DE SABOEIRO;2561018
2561026 HOSP MUNIC DR CICERO F FILHO;2561026
2561344 HOSPITAL MATERNIDADE SAO JOSE;2561344
2561395 HOSP GERAL MANUEL ASSUNCAO PIRES;2561395
2561425 HOSP MATERN MUNICIPAL;2561425
2561433 HOSPITAL E MAT VENANCIO RAIM DE SOUSA;2561433
2561492 HOSPITAL UNIVERSITARIO WALTER CANTIDIO;2561492
2562138 HOSP MATERN REG VALE DO CURU;2562138
2562154 HOSP MATERN JOAO FERREIRA GOMES;2562154
2562316 HOSP MUN ABELARDO GADELHA DA ROCHA;2562316
2562391 SANTA CASA DE PARACURU;2562391
2562499 HOSPITAL MATERNIDADE SAO LUCAS;2562499
2562871 HOSPITAL SAO RAIMUNDO;2562871
2563681 HIAS HOSPITAL INFANTIL ALBERT SABIN;2563681
2564211 HOSPITAL MATERNIDADE SAO VICENTE DE PAULO;2564211
2564238 HOSPITAL MATERNIDADE SANTO ANTONIO HMSA;2564238
2566168 HOSPITAL MATERNO INFANTIL N SRA DE NAZARET;2566168
2568349 HOSPITAL REGIONAL DE CARIDADE NOSSA SRA AP;2568349
2568373 ASSOCIACAO DE PROTECAO A MATERNIDADE E A I;2568373
2568713 HOSPITAL REGIONAL ALTO VALE;2568713
2568764 CISVALI;2568764
2569213 HOSPITAL CONCORDIA;2569213
2569809 HOA;2569809
2570378 HOSPITAL NOSSA SENHORA DE FATIMA;2570378
2570777 HGSC HOSPITAL GERAL SENADOR CANEDO;2570777
2571072 HOSPITAL SAO LUCAS;2571072
2571196 HOSPITAL SANTA MARIA DIA;2571196
2571218 HOSPITAL MUNICIPAL MAE ROBERTA;2571218
2571242 HOSPITAL DAS CLINICAS DR NEVES;2571242
2571714 HOSPITAL MUNICIPAL DR KURIQUI CANAME;2571714
2571811 HOSPITAL NOSSA SENHORA APARECIDA;2571811
2572370 INSTITUTO SANTA ISABEL ISI;2572370
2572443 HOSPITAL SANTO ANTONIO;2572443
2572826 HOSPITAL BOM JESUS;2572826
2573172 HOSPITAL DR AURELIO;2573172
2573318 HOSPITAL MUNICIPAL VICTOR DE SOUZA PINTO;2573318
2573466 SANTA CASA DE MISERICORDIA MARIA SANTISSIM;2573466
2575957 HOSPITAL NOSSA SENHORA DE FATIMA;2575957
2575973 HOSPITAL CARAVAGGIO;2575973
2576198 IRMANDADE SANTA CASA DE ARAPONGAS;2576198
2576341 HONPAR HOSPITAL NORTE PARANAENSE;2576341
2576430 HOSPITAL MUNICIPAL DE FAXINAL;2576430
2577283 HOSPITAL MUNICIPAL DE ASSAI;2577283
2577410 SANTA CASA DE BANDEIRANTES;2577410
2577623 HCL HOSPITAL DO CANCER DE LONDRINA;2577623
2578506 HOFTALON HOSPITAL DE OLHOS;2578506
2578670 HOSPITAL DOUTOR ANISIO FIGUEIREDO HZN;2578670
2580055 ISCAL;2580055
2582163 CISNOP;2582163
2582449 SANTA CASA DE CORNELIO PROCOPIO;2582449
2582554 HOSPITAL DE ANDIRA;2582554
2582716 HOSPITAL E MATERNIDADE NOSSA SENHORA DA LU;2582716
2583712 CASA DE SAUDE DE SANTA IZABEL DOESTE;2583712
2584573 FUNDACAO HOSPITALAR DA FRONTEIRA PRANCHITA;2584573
2585227 CASA DE SAUDE E MATERNIDADE VERA CRUZ BARR;2585227
2585340 HOSPITAL NOSSA SENHORA DE FATIMA SALTO DO;2585340
2586142 HOSPITAL MEMORIAL UNINGA;2586142
2586169 HOSPITAL DO CANCER DE MARINGA;2586169
2586797 RADIOTERAPIA BOM SAMARITANO;2586797
2587335 HOSPITAL UNIVERSITARIO REGIONAL DE MARINGA;2587335
2587734 PRONTO ATENDIMENTO MUNICIPAL DE IVAIPORA;2587734
2587793 SANTA CASA;2587793
2588188 HOSPITAL E MATERNIDADE PADRE TEZZA;2588188
2588234 HOSPITAL DR FERNANDO SANTIN;2588234
2588242 HOSPITAL MUNICIPAL SANTO ANTONIO;2588242
2589214 HOSPITAL NOSSA SENHORA DAS GRACAS;2589214
2589222 HOSPITAL E MATERNIDADE DONA LATIFA;2589222
2589230 HOSPITAL DA MULHER;2589230
2589265 HOSPITAL ESTADUAL DE ITUMBIARA SAO MARCOS;2589265
2589281 HOSPITAL SANTA MARIA;2589281
2589532 CLINICA SANTA MONICA;2589532
2589605 HOSPITAL SAO SILVESTRE;2589605
2589737 HOSPITAL GARAVELO;2589737
2589761 HOSPITAL ENCORE;2589761
2590166 HOSPITAL SAO JOAO DO IVAI II;2590166
2590182 INSTITUTO LUCENA SANCHEZ;2590182
2590271 PRONTO ATENDIMENTO MUNICIPAL;2590271
2590727 HOSPITAL BOM JESUS;2590727
2591049 HOSPITAL MINISTRO COSTA CAVALCANTI;2591049
2592568 HOSPITAL DISTRITAL SENADOR RUY CARNEIRO;2592568
2592746 HOSPITAL E MATERNIDADE FLAVIO RIBEIRO COUT;2592746
2593262 HOSPITAL DE EMERGENCIA E TRAUMA SENADOR HU;2593262
2593912 HOSPITAL E MATERNIDADE CATARATAS;2593912
2594277 HOSPITAL MATERNO INFANTIL SANTA CATARINA;2594277
2594366 INSTITUTO NOSSA SENHORA APARECIDA;2594366
2594471 CLINICA OFTALMOLOGICA UMUARAMA;2594471
2594501 CISA 12A RS;2594501
2594714 SANTA CASA DE MARINGA HOSPITAL E MAT M AUX;2594714
2595125 INSTITUTO MEDICO NOSSA VIDA DE CORONEL VIV;2595125
2595265 ASSOCIACAO SAUDE DE MANGUEIRINHA;2595265
2596784 FUNDACAO HOSPITALAR MUNICIPAL DE CANELINHA;2596784
2597594 HOSPITAL MUNICIPAL SENHORA SANTANA;2597594
2598183 HOSPITAL PORTUGUES UNIDADE REGIONAL DE C D;2598183
2599899 HOSPITAL NS DA PENHA SANTA LEOPOLDINA;2599899
2600331 HOSPITAL WENCESLAU LOPES;2600331
2600536 HOSPITAL REGIONAL DE ARAGUAINA;2600536
2600854 HOSPITAL MUNICIPAL DR ALVARO BEZERRA;2600854
2601117 HOSPITAL MUNICIPAL NILTON FERREIRA DOS SAN;2601117
2601397 CENTRO MEDICO DE IBITITA;2601397
2601567 HOSPITAL REGIONAL JOAO CAMPOS;2601567
2601575 HOSPITAL MATERNIDADE CLELIA REBOUCAS;2601575
2601583 HOSPITAL SAO LUCAS;2601583
2601680 HOSPITAL DOM PEDRO DE ALCANTARA;2601680
2601710 HOSPITAL DR OSVALDO VALVERDE;2601710
2601729 HOSPITAL JULIETA VIANA;2601729
2601737 FUSAS;2601737
2602008 HOSPITAL DE CIRURGIAS DO RECONCAVO;2602008
2602075 HOSPITAL DE CASTRO ALVES;2602075
2602083 HOSPITAL GERAL DE ITAPARICA;2602083
2602121 HOSPITAL REGIONAL DO VELHO CHICO;2602121
2602652 UNIAO COMUNITARIA DOS MEDICOS DA BAHIA;2602652
2602857 CASA DE SAUDE SANTANA;2602857
2602962 HOSPITAL FREI JUSTO VENTURE;2602962
2603012 HOSPITAL SANTA RITA DE CASSIA;2603012
2603055 HOSPITAL GERAL DE IPIAU;2603055
2603292 HOSPITAL MATERNIDADE DE SANTO AMARO;2603292
2603748 HOSPITAL E MATERNIDADE CACULA LEITE;2603748
2603802 COMPLEXO DE SAUDE DO MUNICIPIO DE GUARABIR;2603802
2604434 HOSPITAL REG IRMA ELZA GIOVANELLA;2604434
2605414 MATERNIDADE PEREGRINO FILHO;2605414
2605473 COMPLEXO HOSPITALAR DEP JANDUHY CARNEIRO;2605473
2605481 HOSPITAL INFANTIL NOALDO LEITE;2605481
2609673 HOSP NOSSA SENHORA DAS VITORIAS;2609673
2611236 CENTRO DE EDUCACAO E ATEND INTEGRADO A SAU;2611236
2611295 HOSPITAL MUNICIPAL DOUTOR AMADEU SA;2611295
2611309 HOSPITAL REGIONAL DE ICO DEPUTADO ORIEL GU;2611309
2611481 MATERNIDADE E HOSPITAL SANTA ISABEL;2611481
2611686 HOSPITAL CURA DARS;2611686
2611864 HOSPITAL E MATERNIDADE ALICE DE ALMEIDA;2611864
2613379 HOSPITAL DR FRANCISCO ASSIS DE FREITAS UNI;2613379
2613476 HOSPITAL REGIONAL DE CAJAZEIRAS;2613476
2613549 HOSPITAL DR JARQUES LUCIO DA SILVA;2613549
2613743 SAS;2613743
2613751 HOSPITAL MUNICIPAL PREFEITO AFONSO COSTA;2613751
2615339 HOSPITAL MATERNIDADE DANILO MONTEIRO DE CA;2615339
2615711 HOSPITAL MUNICIPAL DE ITUPIRANGA;2615711
2615738 HOSPITAL MUNICIPAL DE AGUA AZUL DO NORTE;2615738
2615746 HOSPITAL GERAL DE PARAUAPEBAS MANOEL EVALD;2615746
2615797 HOSPITAL MUNICIPAL DE MARABA;2615797
2615800 HOSPITAL SANTA TEREZINHA;2615800
2615835 HOSPITAL ANITA GEROSA;2615835
2616181 HOSPITAL MUNICIPAL DE VITORIA DO XINGU;2616181
2616211 UNIDADE MISTA DE PACAJA;2616211
2616483 HOSPITAL SANTA CLARA;2616483
2616513 HOSPITAL SAO FRANCISCO;2616513
2619717 HOSPITAL DA DIVINA PROVIDENCIA;2619717
2619938 HOSPITAL MATERNIDADE SAO DOMINGOS SAVIO;2619938
2619946 HOSPITAL FREI ELIZEU EISMANN;2619946
2620006 HOSPITAL MUNICIPAL DE TRAIRAO;2620006
2620111 ABRAMASTACIO;2620111
2621614 HOSPITAL REGIONAL DE TUCURUI;2621614
2621649 HOSPITAL MUNICIPAL DE TUCURUI;2621649
2622319 HOSPITAL E MATERNIDADE JOAO LINS DE OLIVEI;2622319
2622475 HOSPITAL MUNICIPAL DE MEDICILANDIA;2622475
2626659 HOSPITAL SAO JOSE DE TIJUCAS;2626659
2626667 HOSPITAL CUNHA PORA;2626667
2627256 HOSPITAL MUNICIPAL JOSE OLINTO CONTRIM FER;2627256
2627418 HOSPITAL MUNICIPAL DR EURICO GOULART DE FR;2627418
2630079 HOSPITAL MUNICIPAL NOSSA SENHORA DA PENHA;2630079
2638835 HOSPITAL DR ALBERTO DE OLIVEIRA;2638835
2638878 HOSPITAL DR LIDIO PARAIBA;2638878
2638924 HOSPITAL MUNICIPAL ANTONIA ALVES DE MELO;2638924
2638932 HOSPITAL MUNICIPAL ANTONIO XAVIER SOBRINHO;2638932
2638967 HOSPITAL MUNICIPAL JOSE JOSY DUARTE;2638967
2638983 CESMUC CENTRO DE ESPEC DA SAUDE DA MULHER;2638983
2638991 HOSPITAL INFANTIL PALMIRA SALES;2638991
2639009 CASA DE SAUDE PERPETUO SOCORRO;2639009
2639122 CASA DE SAUDE MATERNIDADE NOSSA SENHORA DE;2639122
2639165 HGU;2639165
2639246 HOSPITAL DR ARNALDO VASCONCELOS DE ALENCAR;2639246
2639254 CASA DE SAUDE SAO JOSE;2639254
2639262 HOSPITAL E MATERNIDADE SANTA MARIA;2639262
2639319 UNIDADE MISTA SEVERINO SOUTO DE SIQUEIRA;2639319
2644711 HOSPITAL SANTANA;2644711
2644738 CLISF;2644738
2644975 HOSPITAL BATISTA MEMORIAL;2644975
2645157 HRL;2645157
2646404 HOSPITAL MUNICIPAL NILTON DA SILVA LIMA FI;2646404
2646439 HOSPITAL MUNICIPAL DE ITINGA DO MARANHAO;2646439
2646536 HOSPITAL DE CANCER DO MARANHAO DR TARQUINI;2646536
2646617 UNIDADE MISTA SAO RAIMUNDO NONATO;2646617
2646633 UNIDADE MISTA NANU COSTA;2646633
2646676 HOSPITAL MUNICIPAL DE NOVA OLINDA DO MARAN;2646676
2646773 HOSPITAL ADVENTISTA DE CAMPO GRANDE UNIDAD;2646773
2646943 HOSPITAL SORIANO CORREA DA SILVA;2646943
2647036 HOSPITAL SANTA HELENA;2647036
2647095 HOSPITAL REGIONAL DE XAMBIOA;2647095
2649527 HOSPITAL DE APOIO DE BRASILIA HAB;2649527
2650533 SANTA CASA DE IUNA;2650533
2651351 HOSPITAL DISTRITAL GONZAGA MOTA BARRA DO C;2651351
2651394 SANTA CASA DE MISERICORDIA DE FORTALEZA;2651394
2651505 HOSPITAL MUNICIPAL LOURIVAL NASCIMENTO DA;2651505
2651610 HOSPITAL REGIONAL DR JOSE DE SIMONE NETTO;2651610
2652099 HOSPITAL SAO CRISTOVAO;2652099
2652706 HOSPITAL MUNICIPAL DE MONTE ALEGRE;2652706
2653125 HOSPITAL MUNICIPAL DE RETIROLANDIA;2653125
2653494 MATERNIDADE MARIA LUIZA DIAS LAUDANO;2653494
2653923 HOSPITAL MONSENHOR WALFREDO GURGEL;2653923
2653982 HUOL HOSPITAL UNIVERSITARIO ONOFRE LOPES;2653982
2654261 HOSPITAL MARIA ALICE FERNANDES;2654261
2654709 HOSPITAL SERVIR;2654709
2655411 HOSPITAL UNIVERSITARIO JULIO MULLER EBSERH;2655411
2655519 SANTA CASA DE MISERICORDIA DE CUIABA;2655519
2655780 HOSPITAL MUNICIPAL DE ROSARIO OESTE;2655780
2655802 HOSPITAL MUNICIPAL EUCLIDES HORST;2655802
2656159 HOSPITAL MUNICIPAL DE LIMA CAMPOS;2656159
2656930 HOSPITAL RIO GRANDE;2656930
2658372 INSTITUTO SANTE HOSPITAL DE DIONISIO CERQU;2658372
2659069 HOSPITAL MUNICIPAL EURICO DUTRA;2659069
2659107 HOSPITAL GERAL;2659107
2659417 HOSPITAL DA CIDADE;2659417
2659603 HOSPITAL MUNICIPAL JOSE VALDIR ANTUNES DE;2659603
2659832 CENTRO DE REFERENCIA EM OFTALMOLOGIA UFG;2659832
2660091 FERREIRA FILHO CLINICA MEDICA;2660091
2662914 HOSPITAL SEARA DO BEM MATERNO E INFANTIL;2662914
2664151 HOSPITAL MUNICIPAL SENADOR CARLOS JEREISSA;2664151
2664666 HOSP MATERN PAULO SARASATE;2664666
2664879 HOSPITAL NEREU RAMOS;2664879
2664984 HOSPITAL PALMITOS;2664984
2664992 HOSPITAL SAO LUIZ;2664992
2665190 HOSPITAL MUNICIPAL DR BUENO BANHOS;2665190
2665352 HOSPITAL MUNICIPAL AGNALDO GOUVEIA;2665352
2665778 HOSPITAL DO SERIDO;2665778
2665883 HOSPITAL SANTA TERESINHA;2665883
2666731 HOSPITAL SAO FRANCISCO;2666731
2672154 HOSPITAL HOSCOLA;2672154
2672197 HRSAM HOSPITAL REGIONAL DE SAMAMBAIA;2672197
2672839 HOSPITAL DOM JOAQUIM IMAS;2672839
2673630 CENTRO DE CIRURGIA E LASER;2673630
2673916 SARAH BRASILIA;2673916
2673932 CRER;2673932
2674327 HOSPITAL NOSSA SENHORA DOS NAVEGANTES;2674327
2674513 HOSPITAL MUNICIPAL DO PRADO;2674513
2674785 HOSPITAL DA ORDEM TERCEIRA UNIDADE DE SANT;2674785
2675536 HOSPITAL MATERNIDADE AGENOR ARAUJO;2675536
2675560 HOSPITAL REGIONAL DE IGUATU;2675560
2675714 HOSPITAL DR JOAO DOS SANTOS NEVES;2675714
2676060 HOSPITAL UNIVERSITARIO ALCIDES CARNEIROUFC;2676060
2676125 HOSPITAL MUNICIPAL BOSCO MOISES;2676125
2676192 HOSPITAL MUNICIPAL DE SAO MIGUEL DO GUAMA;2676192
2676435 HOSPITAL E MATERNIDADE FREI DANIEL SAMARAT;2676435
2677040 CLINICA MONTE SINAI;2677040
2677407 HOSPITAL MUNICIPAL DR SILAS FREITAS;2677407
2677431 HOSPITAL MUNICIPAL MARIA DO CARMO GOMES;2677431
2677563 HOSPITAL MUNICIPAL DANIEL GONCALVES;2677563
2677571 HOSPITAL MUNICIPAL DE DOM ELISEU PAULO VID;2677571
2677598 HOSPITAL DAS CLINICAS DE DOM ELISEU;2677598
2678179 HOSPITAL INFANTIL E MATERNIDADE ALZIR BERN;2678179
2678322 HOSPITAL DAS CLINICAS DE BRAGANCA;2678322
2678403 HOSPITAL SANTO ANTONIO MARIA ZACCARIA;2678403
2678500 UNIDADE MISTA DE SAUDE DR INACIO GABRIEL;2678500
2678578 ASSOCIACAO SAO MIGUEL;2678578
2678624 HOSPITAL E MATERNIDADE POPULAR;2678624
2678756 HOSPITAL GERAL DE BRAGANCA;2678756
2679469 HOSPITAL CENTRAL CORONEL PEDRO GERMANO;2679469
2679639 UNIDADE DE SAUDE SATELITE;2679639
2679736 ASSOCIACAO BENEFICENTE SAO FRANCISCO DE AS;2679736
2680033 PRONTOCLINICA DA CRIANCA DR PAULO GURGEL;2680033
2682346 HOSPITAL MEMORIAL CARUARU;2682346
2683202 HOSPITAL MUNICIPAL DR AMADEU PUPPI;2683202
2683210 HOSPITAL DA CRUZ VERMELHA DE CASTRO;2683210
2683393 CENTRO MUNICIPAL DA MULHER;2683393
2686759 HOSPITAL VICENTINO;2686759
2686791 HOSPITAL DO CORACAO BOM JESUS;2686791
2686929 HOSPITAL DE CARIDADE DE PALMEIRA;2686929
2686953 SANTA CASA DE MISERICORDIA DE PONTA GROSSA;2686953
2687003 HOSPITAL EVANGELICO DE PONTA GROSSA;2687003
2687038 HOSPITAL MUNICIPAL CAROLINA LUPION;2687038
2687062 HOSPITAL DA CRIANCA PREFEITO JOAO VARGAS D;2687062
2687127 HOSPITAL REGIONAL DO LITORAL;2687127
2687895 HGO HOSPITAL GERAL DE OFTALMOLOGIA;2687895
2688433 COMPLEXO HOSPITALAR SANTA CASA BRAGANCA PA;2688433
2688573 HOSPITAL GERAL DE VILA NOVA CACHOEIRINHA S;2688573
2688689 SANTA CASA DE SAO PAULO HOSPITAL CENTRAL S;2688689
2691469 HOSPITAL DE PENHA;2691469
2691485 HOSPITAL DE GASPAR;2691485
2691515 HOSPITAL REGIONAL DEPUTADO AFFONSO GHIZZO;2691515
2691523 HOSPITAL CIRURGICO CAMBORIU;2691523
2691558 HOSPITAL SAO MARCOS;2691558
2691566 HOSPITAL SAO PEDRO;2691566
2691841 HOSPITAL GOVERNADOR CELSO RAMOS;2691841
2691868 HOSPITAL INFANTIL JOANA DE GUSMAO;2691868
2691884 HOSPITAL DR WALDOMIRO COLAUTTI;2691884
2693801 ASSOCIACAO HOSPITALAR VILA NOVA;2693801
2694301 HOSP MUNICIPAL NORBERTO ANGELO PEREIRA;2694301
2694530 UNIDADE MUNICIPAL MATERNO INFANTIL NS DAS;2694530
2694603 MATERNIDADE E CASA DE SAUDE SAO JOSE LTDA;2694603
2694751 HOSPITAL UNIVERSITARIO BETTINA FERRO DE SO;2694751
2694778 HPSM DR HUMBERTO MARADEI PEREIRA;2694778
2694891 HOSPITAL MUNICIPAL ORZEU JONAS GUIDA;2694891
2695324 HOSPITAL DA BALEIA;2695324
2695332 HOSPITAL DA CRIANCA;2695332
2695634 BIOCOR INSTITUTO;2695634
2696029 HOSPITAL PROFESSOR SERRA DE CASTRO;2696029
2696746 PRONTO SOCORRO CENTRAL DR ARMANDO GOMES DE;2696746
2696924 HOSPITAL MUNICIPAL DR CELSO MARTINS;2696924
2696932 SES RJ HOSPITAL ESTADUAL ROBERTO CHABO;2696932
2696940 HOSPITAL SAO VICENTE DE PAULO;2696940
2697041 HOSPITAL SAO JOAO BATISTA DE MACAE;2697041
2697254 ISOOLHOS;2697254
2697289 HOSPITAL E MATERNIDADE DIVINO ESPIRITO SAN;2697289
2697548 HOSPITAL TRISTAO DA CUNHA;2697548
2697661 HOSPITAL AQUILES LISBOA;2697661
2697688 MATERNIDADE NOSSA SENHORA DA PENHA;2697688
2697696 INSTITUTO MARANHENSE DE ONCOLOGIA ALDENORA;2697696
2697947 HOSPITAL MUNICIPAL NOSSA SENHORA DA CONSOL;2697947
2698218 HOSPITAL DE OLHOS BEIRA RIO;2698218
2698463 SECAO HOSPITAL E MATERNIDADE MUNICIPAL DR;2698463
2699842 HOSPITAL REGIONAL DE PEIXOTO DE AZEVEDO;2699842
2699850 HOSPITAL E MATERNIDADE SAO BENEDITO;2699850
2699915 SANTA CASA DE VINHEDO;2699915
2701464 CIS AMOSC;2701464
2701561 INSTITUTO JUNDIAIENSE LUIZ BRAILLE UNIDADE;2701561
2701626 MATER CLIN;2701626
2702193 SANTA CASA DE MISERICORDIA DE UBATUBA;2702193
2702703 HOSPITAL MUNICIPAL DIVINO ESPIRITO SANTO;2702703
2702886 COMPLEXO HOSPITALAR MATERNO INFANTIL DO MA;2702886
2702975 HOSPITAL MUNICIPAL NOSSA SENHORA DA CONCEI;2702975
2702983 HOSPITAL REGIONAL DOM MOURA;2702983
2703017 HOSPITAL MUNICIPAL LUIZA PEREIRA DE CARVAL;2703017
2703084 UNIDADE MISTA JUSTA MARIA BEZERRA;2703084
2703394 UNIDADE MISTA NOSSA SENHORA DE FATIMA;2703394
2704390 HOSPITAL SAO SEBASTIAO DE VARRESAI;2704390
2704587 HOSPITAL MUNICIPAL HUGO MIRANDA;2704587
2704595 HOSPITAL INFANTIL DARCY SOUZA VARGAS;2704595
2704633 HOSPITAL SAO SEBASTIAO;2704633
2704900 HOSPITAL UNIVERSITARIO SAO FRANCISCO NA PR;2704900
2705222 SANTA CASA DE MOCOCA MOCOCA;2705222
2705249 HOSPITAL MUNICIPAL MARIA ROSA CARDOSO;2705249
2705591 CLINICA DE ACIDENTADOS DE VITORIA;2705591
2705737 HOSPITAL SAO VICENTE DE PAULO;2705737
2705982 SANTA CASA DE FRANCA;2705982
2706563 HCM;2706563
2706741 CENTRO HOSPITALAR MENINO JESUS;2706741
2707632 HOSPITAL MUNICIPAL GETULIO VARGAS;2707632
2707675 HOSPITAL UNIVERSITARIO DR MIGUEL RIET CORR;2707675
2707918 FUNDACAO HOSPITALAR SANTA TEREZINHA DE ERE;2707918
2707950 HOSPITAL BENEFICENTE NOSSA SENHORA DOS NAV;2707950
2707969 HOSPITAL BENEFICIENTE SANTA LUZIA;2707969
2707977 HOSPITAL COMUNITARIO SAO PEREGRINO LAZZIOZ;2707977
2707993 HOSPITAL DE CARIDADE DE ALECRIM;2707993
2708000 HOSPITAL DE CARIDADE DE CRISSIUMAL;2708000
2708353 IFF FIOCRUZ;2708353
2708558 HOSPITAL EVANGELICO DE SOROCABA;2708558
2708760 POLICLINICA MUNICIPAL DR EDWARD MALUF SORO;2708760
2708779 SANTA CASA DE SOROCABA;2708779
2708892 UNIDADE HOSPITALAR DE ENVIRA;2708892
2709635 CENTRO ESTADUAL DE ATENCAO ESPECIALIZADA;2709635
2709848 HOSPITAL MARGARIDA;2709848
2710447 HOSPITAL MUNICIPAL OSCAR RAMIRES PEREIRA;2710447
2710498 HOSPITAL MUNICIPAL DE NAVIRAI;2710498
2710781 POLICLINICA DE ATENDIMENTO A MULHER ENF AN;2710781
2710935 EBSERH HOSPITAL UNIVERSITARIO GRANDE DOURA;2710935
2711400 CASA DE SAUDE E MATERNIDADE SANTA CLARA;2711400
2711613 CENTRO UNIVERSITARIO INTEGRADO DE SAUDE AM;2711613
2711850 HOMUPE;2711850
2711885 HOSPITAL BELARMINO CORREIA;2711885
2711893 HOSPITAL CEL ALVARO FERRAZ;2711893
2711958 HOSPITAL ERMIRIO COUTINHO;2711958
2712032 HOSPITAL REGIONAL DE LIMOEIRO JOSE FERNAND;2712032
2712040 HOSPITAL REGIONAL FERNANDO BEZERRA;2712040
